Code,Parties,Jurisdiction,Type,Commodity,Status,Application date,Grant date,Expiry date,Number of licence renewals,Mining area,Application number,Comments,Map_Refe,guidSHectarep,guidLice,PartName
EL 1851,BRESUN ENTERPRISES (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,09-Jun-18,25-Oct-18,24-Oct-21,0,39.3204 square kilometer,TN2924,,"Northern Region, Abim, Napak",4c321219-8ce2-45ce-bf28-fb3e4e51adc9,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2979,BRN INTERNATIONAL LIMITED,Uganda,Exploration licence,"Base Metals, G, Industrial Minerals",Application,19-Nov-18,,,,49.5000 square kilometer,TN2979,,"Western Region, Kiruhura",ffafa77d-d8e4-4751-bda5-4bb9b4dfd05c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2579,BUHWEJU SMALL SCAE MINER ASSOCIATON,Uganda,Exploration licence,"Base Metals, Gold",Application,07-Mar-17,,,,88.6463 square kilometer,TN2579,,"Western Region, Buhweju",e878bd64-aa02-4726-b7f1-2742b09f7a18,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1114,BUILDING MAJESTIES LIMITED (100%),Uganda,Exploration licence,Dimension Stone,Application,26-Sep-11,,,,1.0000 square kilometer,TN1114,,"Central Region, Mubende",57dc748c-15b9-438d-8f82-e20ee8440552,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1117,BUILDING MAJESTIES LIMITED (100%),Uganda,Mining lease,Dimension Stone,Active,10-Apr-12,19-Apr-13,18-Apr-34,,47.2024 Hectare,TN1517,"Date reviewed: 02/04/2015
User reviewed: Morris 
Status: up-to-date
Comments:","Central Region, Mubende",bc5b80e1-e9f3-4c13-b474-8dffb260503c,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2879,BUKANA MINING AND EXPORTING COMPANY LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,31-Jul-18,,,,50.1752 square kilometer,TN2879,,"Eastern Region, Namayingo",72d064a5-57ea-4fab-bb7a-0c7021df2f94,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
TN2329,BUKUYA TRADE MINING GROUP (100%),Uganda,Location license,"Base Metals, Gold",Application,22-Feb-16,,,,0.1600 square kilometer,TN2329,,"Central Region, Kiboga, Mubende",c3a4fead-b0f6-4cad-8952-6653b683c636,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2337,BUKUYA TRADE MINING GROUP (100%),Uganda,Location license,"Base Metals, Gold",Application,03-Jan-16,,,,0.1600 square kilometer,TN2337,,"Central Region, Mubende",7b303991-bbd8-4798-a553-2cf1c56ac9d8,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2338,BUKUYA TRADE MINING GROUP (100%),Uganda,Location license,"Base Metals, Gold",Application,03-Jan-16,,,,0.1600 square kilometer,TN2338,,"Central Region, Mubende",d7f5cdba-b375-4e87-9656-9fb0ec21523b,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2936,BUSIA SUGAR AND ALLIED LIMITED,Uganda,Mining lease,Granite,Application,19-Sep-18,,,,19.4720 Hectare,TN2936,,"Eastern Region, Busia",ff53d881-a56b-4511-b5b4-0684ef2ff16a,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1831,BUSIA SUGAR AND ALLIED LIMITED,Uganda,Exploration licence,Industrial Minerals,Active,14-Aug-18,10-May-18,10-Apr-21,0,53.1682 square kilometer,TN2895,,"Central Region, Buikwe",40493795-f0a5-4898-9321-565136568e3f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2499,BUTANDA MINING COMPANY LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,01-Oct-17,,,,120.4310 square kilometer,TN2499,,"Eastern Region, Bukwo, Kween; Northern Region, Amudat",895418de-9d9c-4e34-a859-ba71aaf73ac4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1555,BUYAYA TACHNICAL (100%),Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,11-Dec-15,28-Mar-16,27-Mar-19,0,21.4840 square kilometer,TN2275,,"Western Region, Kisoro",4e3a2536-a476-483e-bf97-b303bca7c107,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2353,BWIRUKA SERIANO (100%),Uganda,Location license,Gold,Application,31-Mar-16,,,,0.1584 square kilometer,TN2353,,"Western Region, Ibanda",153d5eab-124d-4011-aadc-4f1c7a5d27bf,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1729,BYAMUNGA ANDREW,Uganda,Location license,Granite,Active,01-Aug-18,03-Sep-18,03-Aug-20,0,0.1600 square kilometer,TN2699,,"Western Region, Bushenyi",03526868-1992-4053-b4fc-6e9e7e7e063f,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2963,C31 UGANDA SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,31-Oct-18,,,,0.5500 square kilometer,TN2963,,"Western Region, Bushenyi",f1c1147a-0de1-46df-a50a-acc9d95ef9b6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1583,C31 UGANDA SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,27-Aug-14,26-Jul-16,25-Jul-19,0,47.8430 square kilometer,TN2027,,"Western Region, Bushenyi",b6f7f84c-a119-4e2c-b30c-bce5817da04f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2937,C31 UGANDA SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,20-Sep-18,,,,2.8358 square kilometer,TN2937,,"Western Region, Bushenyi",0d9024f7-3c03-4c82-bb8e-913ec396349d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2938,C31 UGANDA SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,20-Sep-18,,,,0.2930 square kilometer,TN2938,,"Western Region, Bushenyi",b9061a81-1313-498c-8937-1c43646f8999,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1813,C31 UGANDA SMC LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,08-Jul-18,09-Jul-18,09-Jun-21,0,9.2500 square kilometer,TN2888,,"Western Region, Bushenyi",eedebfaa-debb-40f5-8afd-2aebc1e2b494,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2954,CANNAN GRINDERS AND MINNERS CO. LIMITED,Uganda,Location license,"Copper, Gold, Tungsten",Application,19-Oct-18,,,,0.1500 square kilometer,TN2954,,"Western Region, Rubirizi",aa3d4d98-9013-4808-b220-2f7026a38b0f,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1809,CHARLES BUYINZA (100%),Uganda,Location license,Gold,Active,18-Oct-17,09-Oct-18,09-Sep-20,0,0.1599 square kilometer,TN2652,,"Eastern Region, Busia",78bb3a71-3c1c-4f20-9f3d-0e0a12601b29,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1575,CHARLES BUYINZA (100%),Uganda,Exploration licence,"Base Metals, Gold",Active,20-Nov-15,05-Nov-16,05-Oct-19,0,9.6407 square kilometer,TN2278,,"Eastern Region, Busia, Tororo",54984eaa-8290-4a0c-9410-8e90a1c812c8,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2585,CHENSHIA UGANDA LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Limestone ",Application,07-Jun-17,,,,42.1658 square kilometer,TN2585,,"Western Region, Kasese",2b824c40-e57c-4e02-98df-7eb1db04fe58,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
TN2820,CHINA-UGANDA RANCHUN INVESTMENT LIMITED,Uganda,Exploration licence,"Base Metals, Precious Metals",Application,16-May-18,,,,0.5000 square kilometer,TN2820,,"Western Region, Ntungamo",2192eeb5-808a-46d0-bb44-ea92a9e50138,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2821,CHINA-UGANDA RANCHUN INVESTMENT LIMITED,Uganda,Exploration licence,"Base Metals, Precious Metals",Application,16-May-18,,,,1.0112 square kilometer,TN2821,,"Western Region, Ntungamo",16ecadcf-e130-456f-8333-fbdb35208087,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2711,CHINA-UGANDA RANCHUN INVESTMENT LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,23-Jan-18,,,,107.7000 square kilometer,TN2711,,"Western Region, Ibanda, Kiruhura",cabca959-f636-40ce-b052-54f023642ce5,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1713,CHINA-UGANDA RANCHUN INVESTMENT LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,15-Aug-16,31-Jan-18,30-Jan-21,0,93.0000 square kilometer,TN2418,,"Western Region, Buhweju, Ibanda, Mbarara",1e452bd8-ab70-4a5e-a669-6f0713af4f2b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1373,CHN HENAN ZHONGHUA GEOLOGY AND MINES (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Wolfram",Application,19-Apr-12,,,,33.9000 square kilometer,TN1373,,"Eastern Region, Mayuge",536a606c-3471-464e-82d0-a650a330f2d3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2473,CHRISA COMPANY LIMITED,Uganda,Exploration licence,Gold,Application,11-Nov-16,,,,3.2432 square kilometer,TN2473,,"Eastern Region, Busia",2177d7fc-3a9b-4fdc-b4d1-e6e4ca379789,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1650,CLEAR WATER MIMING LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,01-Aug-13,,,,180.0000 square kilometer,TN1650,,"Northern Region, Moroto, Nakapiripirit",95613bc0-7d89-4e17-953e-bd14b18805d4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2523,CONSOLIDATED AFRICAN RESOURCES LIMITED,Uganda,Mining lease,Graphite,Application,29-Mar-17,,,,"2,096.2356 Hectare",TN2523,,"Northern Region, Kitgum",61a2d7ad-ea9c-4037-8168-36bd501368a3,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1612,CONSOLIDATED AFRICAN RESOURCES LIMITED,Uganda,Exploration licence,Industrial Minerals,Active,16-Jun-16,14-Nov-16,13-Nov-19,0,101.4087 square kilometer,TN2390,,"Northern Region, Kaabong, Kitgum, Kotido",6a4049ad-97f2-48d3-91d5-fcb503f6dd22,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1025,CONSOLIDATED AFRICAN RESOURCES LIMITED (100%),Uganda,Exploration licence,"Gold, Mica, Zinc",Active,28-Jun-12,08-Sep-12,08-Aug-19,2,323.0000 square kilometer,TN1420,,"Northern Region, Kaabong, Kitgum",575c4d73-aa8d-44f9-bf59-08427784bed5,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2769,CONSOLIDATE PRECIOUS ARM LIMITED,Uganda,Location license,Gold,Application,04-Sep-18,,,,0.1600 square kilometer,TN2769,,"Eastern Region, Busia",9dcd9cd1-d5df-4857-9a41-d215e371fd38,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2896,CRITICAL CARE SOLUTIONS LIMITED,Uganda,Location license,Granite,Application,17-Aug-18,,,,0.1600 square kilometer,TN2896,,"Eastern Region, Tororo",39d47c7d-84cd-4608-9018-b4f8c06d7b67,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2700,DANIEL DENNIS INVESTMENT GROUP (SMC) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,01-Aug-18,,,,68.0128 square kilometer,TN2700,,"Western Region, Kyenjojo",48aab3d4-5fe3-429c-9493-efb3736ea873,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2980,DANIEL KIZZA MUGAMBWA,Uganda,Location license,Kaolin,Application,20-Nov-18,,,,0.1600 square kilometer,TN2980,,"Western Region, Ibanda",73bb5556-2180-40d3-bfe4-6697ed743b2e,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2665,DANIEL M. KIZZA,Uganda,Exploration licence,"Base Metals, Gold",Application,11-Mar-17,,,,87.6106 square kilometer,TN2665,,"Western Region, Kyenjojo",f913cec0-85c7-4396-bcba-9171496bc8b0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1636,DANIEL M. KIZZA,Uganda,Exploration licence,Gold,Active,18-Oct-16,03-Jan-17,29-Feb-20,0,120.0000 square kilometer,TN2457,,"Western Region, Ibanda, Kiruhura",eb398e7e-b2a3-415a-aba5-8c7653a670dc,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1291,DAO MARBLE LIMITED (100%),Uganda,Mining lease,Marble,Active,14-May-13,25-Feb-14,24-Feb-35,,4.0000 square kilometer,TN1760,,"Northern Region, Moroto",708a0d0a-a8ba-4d4d-b673-d00a4405e76a,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2109,DARMACK MINING LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,22-Dec-14,,,,27.8525 square kilometer,TN2109,,"Western Region, Kisoro",86f8350c-20b8-4f89-8e56-7a6f6b92690c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2933,DAVID MUGABI,Uganda,Exploration licence,Dimension Stone,Application,17-Sep-18,,,,0.9975 square kilometer,TN2933,,"Central Region, Mukono",297355f0-c24d-465b-a6c1-e6f1ee63e417,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1787,DELTA REFRACTORIES LIMITED,Uganda,Exploration licence,Industrial Minerals,Active,19-Jun-18,16-Aug-18,15-Aug-21,0,2.0000 square kilometer,TN2852,,"Western Region, Kasese",d806ed28-0055-442b-b7b4-e45376014deb,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2452,DEVANTA MINING COMPANY LIMITED,Uganda,Exploration licence,"Berrylium, Iron Ore, Niobium, Tantalite, Tin, Wolfram",Application,28-Sep-16,,,,137.6147 square kilometer,TN2452,,"Western Region, Kabale",3b313e6a-dc98-4942-8d39-7b052cc8245e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2471,DEVANTA MINING COMPANY LIMITED,Uganda,Exploration licence,"Limestone , Marble",Application,11-Feb-16,,,,15.0000 square kilometer,TN2471,,"Northern Region, Moroto",3bcbcb55-dee3-4b39-8b71-d17739b0fc1f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1975,DEVELOPMENTAL SERVICES KIGEZI (DESK) LIMITED (100%),Uganda,Exploration licence,"Gold, Limestone ",Application,28-May-14,,,,235.9875 square kilometer,TN1975,,"Northern Region, Moroto",41261413-8026-4c3c-a4d1-64d7ea732a74,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2903,DIRECT REDUCED IRON (DRI) LIMITED,Uganda,Exploration licence,Iron Ore,Application,24-Aug-18,,,,34.2000 square kilometer,TN2903,,"Western Region, Kabale, Kanungu, Kisoro",e27e0354-1736-47df-8199-5355c3618c22,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL 1855,DIRECT TIN INVESTORS (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,26-Sep-17,11-Jan-18,31-Oct-21,0,12.9000 square kilometer,TN2639,,"Western Region, Isingiro",999f2c46-4721-40e2-974a-9544b18de9b2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2475,DKA SALT COMPANY LIMITED,Uganda,Exploration licence,EL/ML - Salt,Application,14-Nov-16,,,,1.3000 square kilometer,TN2475,,"Western Region, Kasese",a5fccffa-fa61-4302-b9cd-c8add2e43103,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN3001,DORANTO VENTURES LIMITED,Uganda,Location license,Granite,Application,12-Jul-18,,,,0.1600 square kilometer,TN3001,,"Northern Region, Dokolo",dc468166-8476-4f42-9fa4-c833dcd9a18a,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1611,DS LIMU ENGINEERING (U) LIMITED,Uganda,Exploration licence,Pozzolana,Active,13-Jul-16,11-Sep-16,11-Aug-19,0,38.2275 square kilometer,TN2409,"Date reviewed: 22/11/2016
User reviewed: Morris 
Status: up to date
Comments: granted","Eastern Region, Bukwo, Kween",576ca2ca-ebf2-4048-a108-8eb9e7b8dd86,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2717,EAST AFRICA NATURAL RESOURCES LIMITED,Uganda,Mining lease,"Tantalite, Tin, Tungsten",Application,29-Jan-18,,,,292.2832 Hectare,TN2717,,"Western Region, Kabale, Ntungamo",711f9beb-daa3-4eb2-886a-e969adc8c89d,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2928,EAST AFRICA NATURAL RESOURCES LIMITED,Uganda,Exploration licence,"Gold, Tantalite, Tin",Application,09-Dec-18,,,,13.7400 square kilometer,TN2928,,"Western Region, Kabale, Ntungamo",87d3cd65-d558-45e1-89d4-fc2b9749b2fa,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1749,EAST AFRICA NATURAL RESOURCES LIMITED,Uganda,Exploration licence,"Gold, Tantalite, Tin",Active,09-Dec-17,05-Apr-18,05-Mar-21,0,11.8500 square kilometer,TN2634,,"Western Region, Kabale, Ntungamo",5b4ee8b9-549e-4bbd-9dfb-bf9aac33fee2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2586,EAST AFRICAN GEOLOGICAL SERVICES,Uganda,Exploration licence,"Base Metals, Gold",Application,07-Oct-17,,,,22.0670 square kilometer,TN2586,,"Eastern Region, Busia, Tororo",89c3b5f3-0fd7-4953-a5d6-48a1589af785,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1669,EAST AFRICAN GEOLOGICAL SERVICES,Uganda,Exploration licence,"Base Metals, Gold",Active,15-Sep-16,10-May-16,10-Apr-19,0,23.2655 square kilometer,TN2444,,"Eastern Region, Busia",c0401ce6-fbfc-4298-bd7c-34369e5c4699,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1773,EAST ASIA LAND & MINING COMPANY UGANDA LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,15-May-18,08-Jun-18,08-May-21,0,38.3543 square kilometer,TN2818,,"Western Region, Buhweju, Bushenyi, Rubirizi",39aff297-5aaf-420e-8919-9f3ae6394bba,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1604,EASTERN MINING LTD (100%),Uganda,Mining lease,Pozzolana,Active,20-Apr-15,24-Oct-16,23-Oct-37,0,34.7705 Hectare,TN2171,"prepare revocation gazette		","Eastern Region, Bulambuli, Kapchorwa",cf4c20f0-c959-4a8e-8139-ca7e7919f7cb,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2223,EDWARD LORIKA ATHIYO (100%),Uganda,Location license,Granite,Application,07-Oct-15,,,,0.1600 square kilometer,TN2223,,"Northern Region, Nakapiripirit",e3ebee3c-0122-41a3-891a-a5efec3d8bca,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1733,EKONE GROUP LIMITED,Uganda,Exploration licence,"Limestone , Marble",Active,14-Oct-16,26-Mar-18,25-Mar-21,0,49.6502 square kilometer,TN2455,,"Northern Region, Moroto",c0bf456c-eba3-4a4b-807f-7677bc590f11,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1738,ELEGANT RESOURCES LIMITED (100%),Uganda,Mining lease,Gold,Application,04-Aug-13,,,,3.9078 square kilometer,TN1738,,"Western Region, Buhweju",b7cd7054-fd42-4ea6-a028-b6de3f25e7b7,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN1726,ELIZABETH KARUNGI (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,15-Mar-13,,,,272.0000 square kilometer,TN1726,,"Western Region, Isingiro, Kiruhura, Mbarara",4ee0da2d-22d8-4588-841b-a05f6b69dd4d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2371,ENTEBBE WATERFRONT MarbleINE LIMITED (100%),Uganda,Location license,Silica/Glass Sand,Application,05-Nov-16,,,,0.1500 square kilometer,TN2371,,"Central Region, Kalangala",8c5bdc8c-9967-4a94-8b35-24be6988dbef,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2368,ENTEBBE WATERFRONT MarbleINE LIMITED (100%),Uganda,Location license,Silica/Glass Sand,Application,05-Sep-16,,,,0.0203 square kilometer,TN2368,,"Central Region, Mukono",95c62b67-43bf-45ec-8335-9a4c38e2cbe6,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN1976,EQUATOR METALS LIMITED (100%),Uganda,Location license,"Manganese, Tantalite, Tin",Application,29-May-14,,,,0.1585 square kilometer,TN1976,,"Western Region, Ntungamo",7410ca92-9d90-4e63-bf3b-ea653370c807,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1666,EURASIAN CAPITAL LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,14-Jul-17,25-Aug-17,24-Aug-20,0,82.9687 square kilometer,TN2591,,"Central Region, Kiboga, Mityana, Nakaseke",18036da0-0946-49b6-95dd-8a0852200aed,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1682,EURASIAN CAPITAL LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,14-Jul-17,10-Jun-17,10-May-20,0,479.4150 square kilometer,TN2590,,"Central Region, Kiboga, Kyankwanzi",1db65972-1573-480a-95b8-6460b23543e1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1683,EURASIAN CAPITAL LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,14-Jul-17,10-Jun-17,10-May-20,0,246.4000 square kilometer,TN2592,,"Central Region, Kiboga, Mubende",abcf15c4-7080-4cdf-9a38-bc2b1a2016fd,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1466,EURO MINERALS LIMITED (100%),Uganda,Mining lease,"Cobalt, Tin",Active,09-Oct-12,15-Apr-15,14-Apr-36,0,"4,000.0000 Hectare",TN1502,prepare revocation gazette,"Western Region, Ntungamo",a8aefa30-f4a1-415a-8057-c100ec4ad931,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
EL1689,FAITHABLE INTERNATIONAL COMPANY LIMITED,Uganda,Exploration licence,"Copper, Nickel",Active,24-Mar-17,19-Oct-17,18-Oct-20,0,15.0000 square kilometer,TN2520,,"Western Region, Kasese",bda2963e-4478-48c6-8f4b-2d1f9a64feaf,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1828,FANG MIN (100%),Uganda,Exploration licence,"Base Metals, Gold, Tin",Application,09-Feb-13,,,,49.8156 square kilometer,TN1828,,"Western Region, Isingiro",e51f0add-108b-4f3f-983a-feb4e838c503,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1576,FANG MIN (100%),Uganda,Exploration licence,"Berrylium, Iron Ore, Tin",Application,20-Nov-12,,,,11.9351 square kilometer,TN1576,,"Western Region, Ntungamo",7284d3e4-a879-4aa0-988d-b6fcfbc9fe5f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1577,FANG MIN (100%),Uganda,Exploration licence,"Cobalt, Copper, Gold",Application,20-Nov-12,,,,58.5000 square kilometer,TN1577,,"Western Region, Kabarole",098c07fa-73e3-4dd8-90a0-a783fa7b9f62,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2981,FEDERATION OF ARTISANAL AND SMALL SCALE MINERS (UGANDA) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,23-Nov-18,,,,43.9739 square kilometer,TN2981,,"Central Region, Mubende",5816c507-b2f9-4879-a1e5-c992c077ce26,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1642,FIRST REPUBLIC RESOURCES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Platinum Group Metals",Active,29-Nov-16,28-Mar-17,27-Mar-20,0,9.5865 square kilometer,TN2480,,"Western Region, Buhweju, Rubirizi",e8149f6a-972f-4cf6-a650-428752f7b809,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1643,FLD MIMING (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,01-Mar-13,,,,109.2500 square kilometer,TN1643,,"Northern Region, Amuru, Gulu",350d711c-a662-42d7-98da-4464bc82d7f6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1551,FLD MIMING (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,22-Oct-12,,,,424.0000 square kilometer,TN1551,,"Central Region, Kyankwanzi; Western Region, Hoima, Kibaale",dc572e5a-4727-421f-9593-e7c9dc5cce06,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1534,FULIN MINES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,15-Oct-12,,,,132.0000 square kilometer,TN1534,,"Northern Region, Arua",3f8e9d6b-0d56-4738-9128-c1b7cb924fd3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1472,FULIN MINES LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,15-Aug-12,,,,471.1656 square kilometer,TN1472,,"Northern Region, Koboko, Yumbe",f3c35874-b0d9-4fa3-b793-0b01bd9fb97e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1637,G & J JIREH ENTERPRISES LIMITED,Uganda,Exploration licence,Kaolin,Active,30-Jan-17,14-Mar-17,13-Mar-20,0,3.0000 square kilometer,TN2501,,"Central Region, Rakai",49debda4-d866-4033-b9d1-963ff4b7e39b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2754,GALACTIC MINERALS LIMITED,Uganda,Exploration licence,"Berrylium, Tantalite",Application,13-Mar-18,,,,31.0000 square kilometer,TN2754,,"Western Region, Ntungamo",97bab76a-ca29-45c2-afb4-aa784662b7be,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2115,GATUKU NOOR IBRAHIM (100%),Uganda,Exploration licence,"Base Metals, Precious Metals, Rare Earth Elements, Uranium",Application,15-Jan-15,,,,486.7500 square kilometer,TN2115,,"Central Region, Nakaseke, Nakasongola; Western Region, Masindi",90c94f86-5ee0-4ea8-9bec-dcbc725bbfef,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2565,GEOPRO MINERALS UGANDA LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,06-Aug-17,,,,53.0338 square kilometer,TN2565,,"Western Region, Ibanda, Kamwenge",0f04c0aa-bbd1-4f95-a18d-789ff6b7b81e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1499,GEORGE ONEGA (100%),Uganda,Location license,Gold,Active,06-Nov-15,31-Jul-15,30-Jul-19,1,0.1593 square kilometer,TN2209,,"Eastern Region, Namayingo",ba750f70-8238-4ab4-a49d-0385e83218ae,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
